Decade,UN_Geosheme_Subregion,Disaster_Type,Climate_Scenario,Financial_mpact,Human_Impact,Disaster_Occurence
2070,Melanesia,Floods,2.0,87052633,849617,51
2070,Melanesia,Floods,3.0,56482410,619134,3
2070,Melanesia,Floods,4.0,3450720,648483,15
2070,Melanesia,Storms,1.0,98648440,825985,85
2070,Melanesia,Storms,2.0,68641836,591948,30
2070,Melanesia,Storms,3.0,57330497,126058,72
2070,Melanesia,Storms,4.0,86468552,264349,77
2070,Micronesia,Droughts,1.0,16162358,843395,73
2070,Micronesia,Droughts,2.0,36352556,746447,13
2070,Micronesia,Droughts,3.0,95910838,346022,0
2070,Micronesia,Droughts,4.0,45845890,176496,41
2070,Micronesia,Floods,1.0,77599302,625943,73
2070,Micronesia,Floods,2.0,57132156,360564,1
2070,Micronesia,Floods,3.0,45163302,327061,62
2070,Micronesia,Floods,4.0,81808976,61018,88
2070,Micronesia,Storms,1.0,59114382,808541,54
2070,Micronesia,Storms,2.0,6420440,492558,29
2070,Micronesia,Storms,3.0,23126583,769906,29
2070,Micronesia,Storms,4.0,35370634,150881,94
2070,Middle Africa,Droughts,1.0,58799260,78014,93
2070,Middle Africa,Droughts,2.0,6449579,24682,71
2070,Middle Africa,Droughts,3.0,67681359,219757,66
2070,Middle Africa,Droughts,4.0,24941294,827582,21
2070,Middle Africa,Floods,1.0,60728107,473097,25
2070,Middle Africa,Floods,2.0,48214287,789421,98
2070,Middle Africa,Floods,3.0,32184689,969629,78
2070,Middle Africa,Floods,4.0,53077305,425078,34
2070,Middle Africa,Storms,1.0,68279669,552005,28
2070,Middle Africa,Storms,2.0,47767020,955100,4
2070,Middle Africa,Storms,3.0,4246883,835521,64
2070,Middle Africa,Storms,4.0,88346752,316751,7
2070,Northern Africa,Droughts,1.0,89762425,372280,18
2070,Northern Africa,Droughts,2.0,31793170,111171,16
2070,Northern Africa,Droughts,3.0,22895629,24867,41
2070,Northern Africa,Droughts,4.0,25181023,934848,35
2070,Northern Africa,Floods,1.0,98829116,21761,24
2070,Northern Africa,Floods,2.0,11418334,315411,9
2070,Northern Africa,Floods,3.0,39836064,906269,71
2070,Northern Africa,Floods,4.0,33332108,611773,47
2070,Northern Africa,Storms,1.0,90137031,374184,71
2070,Northern Africa,Storms,2.0,73963652,108332,40
2070,Northern Africa,Storms,3.0,31693713,121969,65
2070,Northern Africa,Storms,4.0,55166376,995374,83
2070,Northern America,Droughts,1.0,162073,40853,57
2070,Northern America,Droughts,2.0,49809023,880428,56
2070,Northern America,Droughts,3.0,55547700,874112,53
2070,Northern America,Droughts,4.0,81470005,51962,51
2070,Northern America,Floods,1.0,53180028,895800,75
2070,Northern America,Floods,2.0,373209,146406,39
2070,Northern America,Floods,3.0,75780114,41125,55
2070,Northern America,Floods,4.0,2781018,982373,14
2070,Northern America,Storms,1.0,62975010,999658,61
2070,Northern America,Storms,2.0,83496985,365901,61
2070,Northern America,Storms,3.0,96163194,288625,63
2070,Northern America,Storms,4.0,10357925,155001,37
2070,Northern Europe,Droughts,1.0,55681895,70742,93
2070,Northern Europe,Droughts,2.0,3543566,429706,5
2070,Northern Europe,Droughts,3.0,84013216,589743,61
2070,Northern Europe,Droughts,4.0,77332839,355934,93
2070,Northern Europe,Floods,1.0,28511200,805751,78
2070,Northern Europe,Floods,2.0,91241537,956656,11
2070,Northern Europe,Floods,3.0,67095263,175030,4
2070,Northern Europe,Floods,4.0,78713209,313245,34
2070,Northern Europe,Storms,1.0,41034104,519037,47
2070,Northern Europe,Storms,2.0,20034343,916100,34
2070,Northern Europe,Storms,3.0,26594045,738858,37
2070,Northern Europe,Storms,4.0,57778815,370542,26
2070,Polynesia,Droughts,1.0,98149027,159309,31
2070,Polynesia,Droughts,2.0,65068802,751750,23
2070,Polynesia,Droughts,3.0,47728096,184189,99
2070,Polynesia,Droughts,4.0,78789878,266009,76
2070,Polynesia,Floods,1.0,47908064,944399,74
2070,Polynesia,Floods,2.0,68078794,495764,56
2070,Polynesia,Floods,3.0,6669032,735732,57
2070,Polynesia,Floods,4.0,9125630,468337,24
2070,Polynesia,Storms,1.0,31399557,697639,80
2070,Polynesia,Storms,2.0,17859242,441588,67
2070,Polynesia,Storms,3.0,2207918,816188,94
2070,Polynesia,Storms,4.0,514028,186266,40
2070,South America,Droughts,1.0,67336809,29692,83
2070,South America,Droughts,2.0,11163992,225453,6
2070,South America,Droughts,3.0,64385700,349827,25
2070,South America,Droughts,4.0,58113210,158955,64
2070,South America,Floods,1.0,94197641,357340,1
2070,South America,Floods,2.0,6578773,213239,18
2070,South America,Floods,3.0,52850767,938950,22
2070,South America,Floods,4.0,79661486,186253,59
2070,South America,Storms,1.0,59045298,435956,44
2070,South America,Storms,2.0,26152459,441053,6
2070,South America,Storms,3.0,58467998,729884,20
2070,South America,Storms,4.0,56761041,71526,62
2070,South-Eastern Asia,Droughts,1.0,63356044,639765,24
2070,South-Eastern Asia,Droughts,2.0,97188350,459953,0
2070,South-Eastern Asia,Droughts,3.0,34976225,123103,26
2070,South-Eastern Asia,Droughts,4.0,6881513,784651,10
2070,South-Eastern Asia,Floods,1.0,4394500,559723,32
2070,South-Eastern Asia,Floods,2.0,91052271,640725,90
2070,South-Eastern Asia,Floods,3.0,39984147,109773,85
2070,South-Eastern Asia,Floods,4.0,37453645,594907,7
2070,South-Eastern Asia,Storms,1.0,65735047,972231,62
2070,South-Eastern Asia,Storms,2.0,74183619,526256,36
2070,South-Eastern Asia,Storms,3.0,79770975,161876,53
2070,South-Eastern Asia,Storms,4.0,1618133,516625,12
2070,Southern Africa,Droughts,1.0,69714243,730942,53
2070,Southern Africa,Droughts,2.0,66618564,583562,90
2070,Southern Africa,Droughts,3.0,85055053,229522,23
2070,Southern Africa,Droughts,4.0,26409180,431901,97
2070,Southern Africa,Floods,1.0,39042795,539082,45
2070,Southern Africa,Floods,2.0,60992984,395868,30
2070,Southern Africa,Floods,3.0,27158016,220887,54
2070,Southern Africa,Floods,4.0,87013989,905253,12
2070,Southern Africa,Storms,1.0,88071347,764306,32
2070,Southern Africa,Storms,2.0,88901409,542180,66
2070,Southern Africa,Storms,3.0,21234963,68934,59
2070,Southern Africa,Storms,4.0,30214159,411953,22
2070,Southern Asia,Droughts,1.0,5982892,933079,76
2070,Southern Asia,Droughts,2.0,52363618,639279,74
2070,Southern Asia,Droughts,3.0,30808613,57262,95
2070,Southern Asia,Droughts,4.0,12653485,57489,18
2070,Southern Asia,Floods,1.0,16967426,567697,8
2070,Southern Asia,Floods,2.0,55202968,211930,40
2070,Southern Asia,Floods,3.0,47461202,262937,36
2070,Southern Asia,Floods,4.0,73828405,461009,45
2070,Southern Asia,Storms,1.0,5765841,537629,25
2070,Southern Asia,Storms,2.0,63368465,556760,16
2070,Southern Asia,Storms,3.0,54388242,911065,63
2070,Southern Asia,Storms,4.0,31509597,753371,13
2070,Southern Europe,Droughts,1.0,21867444,68234,13
2070,Southern Europe,Droughts,2.0,41189901,569930,0
2070,Southern Europe,Droughts,3.0,64481177,882439,60
2070,Southern Europe,Droughts,4.0,82406352,320301,70
2070,Southern Europe,Floods,1.0,45611743,664793,18
2070,Southern Europe,Floods,2.0,8757776,732825,70
2070,Southern Europe,Floods,3.0,60044615,108202,88
2070,Southern Europe,Floods,4.0,7136386,194836,12
2070,Southern Europe,Storms,1.0,95521712,925011,79
2070,Southern Europe,Storms,2.0,79791061,350792,82
2070,Southern Europe,Storms,3.0,35364531,409751,49
2070,Southern Europe,Storms,4.0,55439297,858422,38
2070,Western Africa,Droughts,1.0,93792379,381696,32
2070,Western Africa,Droughts,2.0,31215705,547244,87
2070,Western Africa,Droughts,3.0,12237408,11089,3
2070,Western Africa,Droughts,4.0,26624364,757407,73
2070,Western Africa,Floods,1.0,47727404,289703,31
2070,Western Africa,Floods,2.0,30269840,285551,4
2070,Western Africa,Floods,3.0,20027395,16186,83
2070,Western Africa,Floods,4.0,42655318,341916,70
2070,Western Africa,Storms,1.0,6668057,987707,12
2070,Western Africa,Storms,2.0,856009,416130,66
2070,Western Africa,Storms,3.0,80252730,537813,24
2070,Western Africa,Storms,4.0,68285638,171595,32
2070,Western Asia,Droughts,1.0,26771711,748945,66
2070,Western Asia,Droughts,2.0,6662458,382570,10
2070,Western Asia,Droughts,3.0,53365688,335591,75
2070,Western Asia,Droughts,4.0,8190320,969671,61
2070,Western Asia,Floods,1.0,77209075,614295,84
2070,Western Asia,Floods,2.0,41842071,575077,39
2070,Western Asia,Floods,3.0,30732097,2381,99
2070,Western Asia,Floods,4.0,81406473,395670,97
2070,Western Asia,Storms,1.0,63094458,221725,86
2070,Western Asia,Storms,2.0,52292854,580272,71
2070,Western Asia,Storms,3.0,72718503,341359,40
2070,Western Asia,Storms,4.0,72380454,88227,32
2070,Western Europe,Droughts,1.0,43193151,535029,98
2070,Western Europe,Droughts,2.0,82728785,780115,64
2070,Western Europe,Droughts,3.0,3582305,896499,37
2070,Western Europe,Droughts,4.0,34223499,672264,58
2070,Western Europe,Floods,1.0,86685590,615769,15
2070,Western Europe,Floods,2.0,55317603,368822,54
2070,Western Europe,Floods,3.0,37075224,400261,48
2070,Western Europe,Floods,4.0,62932926,276931,5
2070,Western Europe,Storms,1.0,47163572,546314,95
2070,Western Europe,Storms,2.0,58467350,25587,67
2070,Western Europe,Storms,3.0,27451640,692716,67
2070,Western Europe,Storms,4.0,4271749,333756,20
2080,Australia and New Zealand,Droughts,1.0,3201359,431858,14
2080,Australia and New Zealand,Droughts,2.0,81467484,903780,60
2080,Australia and New Zealand,Droughts,3.0,49277622,796271,13
2080,Australia and New Zealand,Droughts,4.0,73470923,538589,76
2080,Australia and New Zealand,Floods,1.0,95990477,306967,82
2080,Australia and New Zealand,Floods,2.0,20490724,222215,46
2080,Australia and New Zealand,Floods,3.0,18167357,65663,87
2080,Australia and New Zealand,Floods,4.0,26971481,960126,66
2080,Australia and New Zealand,Storms,1.0,42612312,606619,23
2080,Australia and New Zealand,Storms,2.0,89801528,828553,65
2080,Australia and New Zealand,Storms,3.0,23080826,316683,22
2080,Australia and New Zealand,Storms,4.0,79314759,882856,16
2080,Caribbean,Droughts,1.0,28223315,294184,15
2080,Caribbean,Droughts,2.0,97278207,630278,92
2080,Caribbean,Droughts,3.0,46973236,994603,97
2080,Caribbean,Droughts,4.0,93494343,371853,62
2080,Caribbean,Floods,1.0,28717160,56934,59
2080,Caribbean,Floods,2.0,28284878,144716,2
2080,Caribbean,Floods,3.0,7797076,725799,24
2080,Caribbean,Floods,4.0,78930527,783214,5
2080,Caribbean,Storms,1.0,15578203,580873,46
2080,Caribbean,Storms,2.0,98420654,387932,59
2080,Caribbean,Storms,3.0,34042377,666143,46
2080,Caribbean,Storms,4.0,11227747,286667,46
2080,Central America,Droughts,1.0,40981564,280966,10
2080,Central America,Droughts,2.0,97522008,998601,73
2080,Central America,Droughts,3.0,21886409,692325,21
2080,Central America,Droughts,4.0,59177061,579841,25
2080,Central America,Floods,1.0,48022125,728419,0
2080,Central America,Floods,2.0,38788659,510078,53
2080,Central America,Floods,3.0,68886524,465390,45
2080,Central America,Floods,4.0,99490964,614723,55
2080,Central America,Storms,1.0,20527652,562734,70
2080,Central America,Storms,2.0,13414125,957158,55
2080,Central America,Storms,3.0,35452254,479839,51
2080,Central America,Storms,4.0,41074385,323589,56
2080,Central Asia,Droughts,1.0,88919729,36470,49
2080,Central Asia,Droughts,2.0,17316393,565995,12
2080,Central Asia,Droughts,3.0,53547955,959363,47
2080,Central Asia,Droughts,4.0,32974015,508023,66
2080,Central Asia,Floods,1.0,35647593,130099,70
2080,Central Asia,Floods,2.0,20827804,628471,51
2080,Central Asia,Floods,3.0,56969859,574149,36
2080,Central Asia,Floods,4.0,39795632,139260,47
2080,Central Asia,Storms,1.0,66638166,30141,12
2080,Central Asia,Storms,2.0,57570483,723220,2
2080,Central Asia,Storms,3.0,30217096,277426,17
2080,Central Asia,Storms,4.0,31293552,425071,39
2080,Eastern Africa,Droughts,1.0,88915648,237368,5
2080,Eastern Africa,Droughts,2.0,17202683,133864,99
2080,Eastern Africa,Droughts,3.0,40990716,192297,87
2080,Eastern Africa,Droughts,4.0,78617841,271779,48
2080,Eastern Africa,Floods,1.0,50728094,114303,61
2080,Eastern Africa,Floods,2.0,30453577,546924,11
2080,Eastern Africa,Floods,3.0,12904241,273505,86
2080,Eastern Africa,Floods,4.0,11704903,957337,93
2080,Eastern Africa,Storms,1.0,64689599,530601,97
2080,Eastern Africa,Storms,2.0,60736307,331948,50
2080,Eastern Africa,Storms,3.0,2564615,179585,62
2080,Eastern Africa,Storms,4.0,89041898,405006,2
2080,Eastern Asia,Droughts,1.0,13364712,572340,95
2080,Eastern Asia,Droughts,2.0,84504796,789133,80
2080,Eastern Asia,Droughts,3.0,2614992,655646,70
2080,Eastern Asia,Droughts,4.0,89657754,910087,68
2080,Eastern Asia,Floods,1.0,14539465,520230,24
2080,Eastern Asia,Floods,2.0,52393373,620555,16
2080,Eastern Asia,Floods,3.0,99501565,593,76
2080,Eastern Asia,Floods,4.0,15802127,266329,91
2080,Eastern Asia,Storms,1.0,16944194,708315,45
2080,Eastern Asia,Storms,2.0,68183985,347794,74
2080,Eastern Asia,Storms,3.0,91895291,991124,51
2080,Eastern Asia,Storms,4.0,70126526,549313,36
2080,Eastern Europe,Droughts,1.0,9808389,967678,61
2080,Eastern Europe,Droughts,2.0,34669361,46023,25
2080,Eastern Europe,Droughts,3.0,88282934,581933,3
2080,Eastern Europe,Droughts,4.0,48558953,309569,37
2080,Eastern Europe,Floods,1.0,58806170,816440,64
2080,Eastern Europe,Floods,2.0,36553898,158191,70
2080,Eastern Europe,Floods,3.0,64495249,494775,49
2080,Eastern Europe,Floods,4.0,88535278,138766,73
2080,Eastern Europe,Storms,1.0,75440304,185268,36
2080,Eastern Europe,Storms,2.0,11182488,104895,68
2080,Eastern Europe,Storms,3.0,35432086,529614,9
2080,Eastern Europe,Storms,4.0,42754055,335781,82
2080,Melanesia,Droughts,1.0,10966003,317169,75
2080,Melanesia,Droughts,2.0,24470771,4234,63
2080,Melanesia,Droughts,3.0,41827756,140494,73
2080,Melanesia,Droughts,4.0,8711546,349529,32
2080,Melanesia,Floods,1.0,99199471,149488,27
2080,Melanesia,Floods,2.0,83217674,784720,27
2080,Melanesia,Floods,3.0,91356886,942303,5
2080,Melanesia,Floods,4.0,67166392,199878,75
2080,Melanesia,Storms,1.0,79451567,393857,8
2080,Melanesia,Storms,2.0,52363687,537585,38
2080,Melanesia,Storms,3.0,70076984,776916,33
2080,Melanesia,Storms,4.0,97743294,562330,19
2080,Micronesia,Droughts,1.0,71389016,971168,14
2080,Micronesia,Droughts,2.0,63441733,323021,52
2080,Micronesia,Droughts,3.0,7913575,868388,64
2080,Micronesia,Droughts,4.0,97553246,98079,96
2080,Micronesia,Floods,1.0,16418993,412271,42
2080,Micronesia,Floods,2.0,15946512,479531,12
2080,Micronesia,Floods,3.0,41932881,963410,5
2080,Micronesia,Floods,4.0,74630748,86617,93
2080,Micronesia,Storms,1.0,90402720,32007,21
2080,Micronesia,Storms,2.0,45814256,254939,35
2080,Micronesia,Storms,3.0,34787444,951697,8
2080,Micronesia,Storms,4.0,36607434,813037,55
2080,Middle Africa,Droughts,1.0,70161956,263417,4
2080,Middle Africa,Droughts,2.0,57347419,724158,12
2080,Middle Africa,Droughts,3.0,82346789,572708,38
2080,Middle Africa,Droughts,4.0,1412284,582849,2
2080,Middle Africa,Floods,1.0,64362227,247010,34
2080,Middle Africa,Floods,2.0,78675222,543330,36
2080,Middle Africa,Floods,3.0,33024409,83086,5
2080,Middle Africa,Floods,4.0,20012980,635989,12
2080,Middle Africa,Storms,1.0,4014690,250065,23
2080,Middle Africa,Storms,2.0,80761080,842848,81
2080,Middle Africa,Storms,3.0,75157290,892504,27
2080,Middle Africa,Storms,4.0,75755188,857136,58
2080,Northern Africa,Droughts,1.0,86170685,973625,28
2080,Northern Africa,Droughts,2.0,13637017,748030,55
2080,Northern Africa,Droughts,3.0,29117298,827478,92
2080,Northern Africa,Droughts,4.0,21810548,224515,70
2080,Northern Africa,Floods,1.0,40698738,32155,46
2080,Northern Africa,Floods,2.0,79317517,471169,49
2080,Northern Africa,Floods,3.0,41550095,987248,46
2080,Northern Africa,Floods,4.0,82224112,775686,38
2080,Northern Africa,Storms,1.0,18301604,595134,5
2080,Northern Africa,Storms,2.0,16270662,35766,65
2080,Northern Africa,Storms,3.0,6612516,822636,61
2080,Northern Africa,Storms,4.0,45921230,396874,95
2080,Northern America,Droughts,1.0,54177675,314938,65
2080,Northern America,Droughts,2.0,1435988,183338,44
2080,Northern America,Droughts,3.0,12566087,38021,60
2080,Northern America,Droughts,4.0,83520210,783304,85
2080,Northern America,Floods,1.0,27059902,871133,71
2080,Northern America,Floods,2.0,14220125,331018,20
2080,Northern America,Floods,3.0,31476607,702464,96
2080,Northern America,Floods,4.0,19701509,407100,70
2080,Northern America,Storms,1.0,88131790,225390,40
2080,Northern America,Storms,2.0,96015345,969211,67
2080,Northern America,Storms,3.0,53012884,123957,45
2080,Northern America,Storms,4.0,30817717,45451,99
2080,Northern Europe,Droughts,1.0,91981849,282388,37
2080,Northern Europe,Droughts,2.0,54316891,106747,13
2080,Northern Europe,Droughts,3.0,2653815,557172,95
2080,Northern Europe,Droughts,4.0,95713899,697929,70
2080,Northern Europe,Floods,1.0,99427160,605710,7
2080,Northern Europe,Floods,2.0,66949026,143695,24
2080,Northern Europe,Floods,3.0,62098015,979266,45
2080,Northern Europe,Floods,4.0,6672389,640355,72
2080,Northern Europe,Storms,1.0,85392415,937781,51
2080,Northern Europe,Storms,2.0,20597048,376276,14
2080,Northern Europe,Storms,3.0,69978983,181780,29
2080,Northern Europe,Storms,4.0,84546069,276921,63
2080,Polynesia,Droughts,1.0,50226478,919959,40
2080,Polynesia,Droughts,2.0,91159065,402977,59
2080,Polynesia,Droughts,3.0,8596283,870679,3
2080,Polynesia,Droughts,4.0,51693760,576951,45
2080,Polynesia,Floods,1.0,4402516,173563,17
2080,Polynesia,Floods,2.0,93960475,346692,62
2080,Polynesia,Floods,3.0,75378397,961533,11
2080,Polynesia,Floods,4.0,11836683,624491,82
2080,Polynesia,Storms,1.0,83051546,668566,32
2080,Polynesia,Storms,2.0,72451140,381798,28
2080,Polynesia,Storms,3.0,76236256,675883,55
2080,Polynesia,Storms,4.0,79881844,645714,95
2080,South America,Droughts,1.0,94720152,101998,85
2080,South America,Droughts,2.0,79084344,774351,62
2080,South America,Droughts,3.0,34491885,618401,56
2080,South America,Droughts,4.0,4065630,922258,42
2080,South America,Floods,1.0,90475064,89343,70
2080,South America,Floods,2.0,15395414,611978,65
2080,South America,Floods,3.0,16862965,218960,94
2080,South America,Floods,4.0,13582889,695087,67
2080,South America,Storms,1.0,58332071,671604,18
2080,South America,Storms,2.0,16999574,812332,55
2080,South America,Storms,3.0,88474518,946052,32
2080,South America,Storms,4.0,79416909,85765,97
2080,South-Eastern Asia,Droughts,1.0,85918293,242905,99
2080,South-Eastern Asia,Droughts,2.0,92811612,585397,60
2080,South-Eastern Asia,Droughts,3.0,11130144,687369,33
2080,South-Eastern Asia,Droughts,4.0,7271666,277791,43
2080,South-Eastern Asia,Floods,1.0,32574334,472856,97
2080,South-Eastern Asia,Floods,2.0,62083227,647042,0
2080,South-Eastern Asia,Floods,3.0,21641867,531520,62
2080,South-Eastern Asia,Floods,4.0,80610049,688745,47
2080,South-Eastern Asia,Storms,1.0,28864124,923801,59
2080,South-Eastern Asia,Storms,2.0,19540355,606902,10
2080,South-Eastern Asia,Storms,3.0,90349752,706038,25
2080,South-Eastern Asia,Storms,4.0,88531675,127211,35
2080,Southern Africa,Droughts,1.0,45813495,578748,16
2080,Southern Africa,Droughts,2.0,56711696,130921,13
2080,Southern Africa,Droughts,3.0,81170966,709128,28
2080,Southern Africa,Droughts,4.0,87029647,892523,51
2080,Southern Africa,Floods,1.0,71203383,108210,28
2080,Southern Africa,Floods,2.0,19656978,828642,59
2080,Southern Africa,Floods,3.0,84238070,412459,4
2080,Southern Africa,Floods,4.0,55992656,181141,54
2080,Southern Africa,Storms,1.0,77313343,202079,8
2080,Southern Africa,Storms,2.0,63421280,605407,82
2080,Southern Africa,Storms,3.0,30883130,282037,69
2080,Southern Africa,Storms,4.0,79976663,103414,75
2080,Southern Asia,Droughts,1.0,41073428,55730,76
2080,Southern Asia,Droughts,2.0,56183410,643651,2
2080,Southern Asia,Droughts,3.0,84525123,641741,89
2080,Southern Asia,Droughts,4.0,3820478,277716,53
2080,Southern Asia,Floods,1.0,45201799,32082,94
2080,Southern Asia,Floods,2.0,30534188,431360,65
2080,Southern Asia,Floods,3.0,82145168,238439,19
2080,Southern Asia,Floods,4.0,20148957,207101,85
2080,Southern Asia,Storms,1.0,10767287,616918,49
2080,Southern Asia,Storms,2.0,45398685,151738,44
2080,Southern Asia,Storms,3.0,46554234,386887,70
2080,Southern Asia,Storms,4.0,68165283,560483,66
2080,Southern Europe,Droughts,1.0,6726267,288184,35
2080,Southern Europe,Droughts,2.0,16977882,303256,66
2080,Southern Europe,Droughts,3.0,83388241,318258,91
2080,Southern Europe,Droughts,4.0,2174784,961344,13
2080,Southern Europe,Floods,1.0,64319266,712894,98
2080,Southern Europe,Floods,2.0,53226516,922201,89
2080,Southern Europe,Floods,3.0,66529162,728122,17
2080,Southern Europe,Floods,4.0,16059313,330740,9
2080,Southern Europe,Storms,1.0,81439954,683157,63
2080,Southern Europe,Storms,2.0,43222080,24972,89
2080,Southern Europe,Storms,3.0,91564961,566443,80
2080,Southern Europe,Storms,4.0,93484175,461409,84
2080,Western Africa,Droughts,1.0,25611681,251234,90
2080,Western Africa,Droughts,2.0,83573574,997830,7
2080,Western Africa,Droughts,3.0,32007797,45703,63
2080,Western Africa,Droughts,4.0,88195670,878951,35
2080,Western Africa,Floods,1.0,81204958,992411,33
2080,Western Africa,Floods,2.0,96140827,684326,46
2080,Western Africa,Floods,3.0,96406828,559796,51
2080,Western Africa,Floods,4.0,16403878,498614,44
2080,Western Africa,Storms,1.0,91021077,801621,12
2080,Western Africa,Storms,2.0,54248725,38758,11
2080,Western Africa,Storms,3.0,92894726,649687,90
2080,Western Africa,Storms,4.0,23416534,449369,39
2080,Western Asia,Droughts,1.0,91735841,853752,94
2080,Western Asia,Droughts,2.0,56030018,116434,90
2080,Western Asia,Droughts,3.0,51171386,148784,88
2080,Western Asia,Droughts,4.0,2909801,701924,4
2080,Western Asia,Floods,1.0,27390615,28066,55
2080,Western Asia,Floods,2.0,2251251,340106,17
2080,Western Asia,Floods,3.0,14676873,677337,70
2080,Western Asia,Floods,4.0,10613442,959708,91
2080,Western Asia,Storms,1.0,37853717,709446,85
2080,Western Asia,Storms,2.0,41709077,591614,12
2080,Western Asia,Storms,3.0,25940480,321136,26
2080,Western Asia,Storms,4.0,34252699,37490,46
2080,Western Europe,Droughts,1.0,32258582,799303,30
2080,Western Europe,Droughts,2.0,58405108,173284,59
2080,Western Europe,Droughts,3.0,51513072,225917,48
2080,Western Europe,Droughts,4.0,87737642,902900,57
2080,Western Europe,Floods,1.0,85383052,743042,62
2080,Western Europe,Floods,2.0,95423488,974079,20
2080,Western Europe,Floods,3.0,34817498,360722,39
2080,Western Europe,Floods,4.0,97308394,387063,41
2080,Western Europe,Storms,1.0,7794217,201733,97
2080,Western Europe,Storms,2.0,24072310,961888,13
2080,Western Europe,Storms,3.0,44449587,249716,96
2080,Western Europe,Storms,4.0,66723199,746405,34
2090,Australia and New Zealand,Droughts,1.0,39440161,832296,3
2090,Australia and New Zealand,Droughts,2.0,3968800,91336,17
2090,Australia and New Zealand,Droughts,3.0,21952495,69763,62
2090,Australia and New Zealand,Droughts,4.0,95271070,89752,69
2090,Australia and New Zealand,Floods,1.0,58205088,666603,42
2090,Australia and New Zealand,Floods,2.0,36563473,949333,58
2090,Australia and New Zealand,Floods,3.0,63512745,366450,33
2090,Australia and New Zealand,Floods,4.0,11986615,689885,77
2090,Australia and New Zealand,Storms,1.0,63527720,435842,65
2090,Australia and New Zealand,Storms,2.0,405690,728682,74
2090,Australia and New Zealand,Storms,3.0,65128784,252358,70
2090,Australia and New Zealand,Storms,4.0,76912870,564391,86
2090,Caribbean,Droughts,1.0,33411153,247767,70
2090,Caribbean,Droughts,2.0,56229703,771861,37
2090,Caribbean,Droughts,3.0,5575068,577262,69
2090,Caribbean,Droughts,4.0,61032351,667027,52
2090,Caribbean,Floods,1.0,59760763,616794,77
2090,Caribbean,Floods,2.0,29215744,554263,25
2090,Caribbean,Floods,3.0,93333934,268633,25
2090,Caribbean,Floods,4.0,15225828,873285,2
2090,Caribbean,Storms,1.0,90060874,792642,41
2090,Caribbean,Storms,2.0,73986228,574156,7
2090,Caribbean,Storms,3.0,69030056,622215,8
2090,Caribbean,Storms,4.0,87591816,162094,71
2090,Central America,Droughts,1.0,20107392,561000,11
2090,Central America,Droughts,2.0,66783518,8674,98
2090,Central America,Droughts,3.0,27626474,234875,52
2090,Central America,Droughts,4.0,43839479,621159,72
2090,Central America,Floods,1.0,37969,297694,68
2090,Central America,Floods,2.0,11341551,847523,35
2090,Central America,Floods,3.0,36479152,439805,12
2090,Central America,Floods,4.0,20511277,901434,71
2090,Central America,Storms,1.0,74199854,639990,49
2090,Central America,Storms,2.0,42444904,744289,4
2090,Central America,Storms,3.0,88068178,645655,6
2090,Central America,Storms,4.0,29658520,924663,45
2090,Central Asia,Droughts,1.0,38978177,591878,94
2090,Central Asia,Droughts,2.0,53992435,810590,85
2090,Central Asia,Droughts,3.0,95664523,891983,17
2090,Central Asia,Droughts,4.0,3727376,819414,31
2090,Central Asia,Floods,1.0,6902285,479239,3
2090,Central Asia,Floods,2.0,51452918,843867,92
2090,Central Asia,Floods,3.0,57919396,530102,72
2090,Central Asia,Floods,4.0,51223136,581406,23
2090,Central Asia,Storms,1.0,10854240,437151,2
2090,Central Asia,Storms,2.0,58092058,672621,4
2090,Central Asia,Storms,3.0,84530802,122399,25
2090,Central Asia,Storms,4.0,18373908,45512,93
2090,Eastern Africa,Droughts,1.0,26714906,253675,32
2090,Eastern Africa,Droughts,2.0,73063333,904836,93
2090,Eastern Africa,Droughts,3.0,6880181,292163,11
2090,Eastern Africa,Droughts,4.0,13074704,732471,26
2090,Eastern Africa,Floods,1.0,77994297,32912,43
2090,Eastern Africa,Floods,2.0,85408388,817662,11
2090,Eastern Africa,Floods,3.0,31005588,875084,36
2090,Eastern Africa,Floods,4.0,82288908,233334,22
2090,Eastern Africa,Storms,1.0,93470794,362145,0
2090,Eastern Africa,Storms,2.0,29563475,335798,70
2090,Eastern Africa,Storms,3.0,75197388,110897,43
2090,Eastern Africa,Storms,4.0,81120016,567882,59
2090,Eastern Asia,Droughts,1.0,34962839,169902,48
2090,Eastern Asia,Droughts,2.0,47221130,396936,88
2090,Eastern Asia,Droughts,3.0,54654226,852207,97
2090,Eastern Asia,Droughts,4.0,40581178,430817,36
2090,Eastern Asia,Floods,1.0,44564973,132803,74
2090,Eastern Asia,Floods,2.0,90117250,972066,33
2090,Eastern Asia,Floods,3.0,75051331,267888,78
2090,Eastern Asia,Floods,4.0,65512145,623565,16
2090,Eastern Asia,Storms,1.0,95593885,637191,10
2090,Eastern Asia,Storms,2.0,83812410,784628,44
2090,Eastern Asia,Storms,3.0,99303132,397591,72
2090,Eastern Asia,Storms,4.0,16689356,338318,4
2090,Eastern Europe,Droughts,1.0,74610311,905504,60
2090,Eastern Europe,Droughts,2.0,94386607,445903,80
2090,Eastern Europe,Droughts,3.0,99084468,846945,54
2090,Eastern Europe,Droughts,4.0,15485578,982171,75
2090,Eastern Europe,Floods,1.0,3083162,537128,38
2090,Eastern Europe,Floods,2.0,94305561,362286,30
