Decade,UN_Geosheme_Subregion,Disaster_Type,RCP,Financial_Impact,Human_Impact,DO,°C
2050,Middle Africa,Floods,8.5,57682044,926055,22,21
2050,Middle Africa,Storms,2.6,38343888,275279,14,37
2050,Middle Africa,Storms,4.5,58897491,197676,75,-10
2050,Middle Africa,Storms,6.0,11572398,840168,67,-21
2050,Middle Africa,Storms,8.5,40186008,511685,54,-32
2050,Northern Africa,Droughts,2.6,6884345,328306,45,-52
2050,Northern Africa,Droughts,4.5,6264374,512722,95,-32
2050,Northern Africa,Droughts,6.0,29701823,847880,55,-51
2050,Northern Africa,Droughts,8.5,60612937,702007,23,-3
2050,Northern Africa,Floods,2.6,23129651,369543,92,-12
2050,Northern Africa,Floods,4.5,8661457,115639,40,-57
2050,Northern Africa,Floods,6.0,27925859,200179,42,-28
2050,Northern Africa,Floods,8.5,88376986,514064,10,21
2050,Northern Africa,Storms,2.6,6868638,102717,19,-10
2050,Northern Africa,Storms,4.5,97517568,992971,90,-37
2050,Northern Africa,Storms,6.0,88679399,540836,69,27
2050,Northern Africa,Storms,8.5,93516442,16777,17,0
2050,Northern America,Droughts,2.6,56162729,494109,96,-6
2050,Northern America,Droughts,4.5,58672415,536178,8,3
2050,Northern America,Droughts,6.0,42230137,665476,30,-20
2050,Northern America,Droughts,8.5,55182108,385211,87,-9
2050,Northern America,Floods,2.6,14811823,759968,43,-34
2050,Northern America,Floods,4.5,80661071,135727,71,23
2050,Northern America,Floods,6.0,66659661,143086,15,-8
2050,Northern America,Floods,8.5,93989758,519878,21,-37
2050,Northern America,Storms,2.6,43801609,594771,0,-41
2050,Northern America,Storms,4.5,17916268,976923,53,-25
2050,Northern America,Storms,6.0,13295253,447964,50,18
2050,Northern America,Storms,8.5,54033904,239659,76,-9
2050,Northern Europe,Droughts,2.6,20160166,673641,4,-28
2050,Northern Europe,Droughts,4.5,90247833,648544,63,-26
2050,Northern Europe,Droughts,6.0,66997749,993661,86,-52
2050,Northern Europe,Droughts,8.5,32757483,409553,60,38
2050,Northern Europe,Floods,2.6,52965526,618226,53,-3
2050,Northern Europe,Floods,4.5,19543855,73184,26,-58
2050,Northern Europe,Floods,6.0,49157459,544688,33,24
2050,Northern Europe,Floods,8.5,15305174,519014,22,31
2050,Northern Europe,Storms,2.6,94441827,239354,26,-36
2050,Northern Europe,Storms,4.5,31219844,230330,97,-27
2050,Northern Europe,Storms,6.0,71242698,34931,73,47
2050,Northern Europe,Storms,8.5,90742327,951635,30,-33
2050,Polynesia,Droughts,2.6,57523846,352053,49,26
2050,Polynesia,Droughts,4.5,29328858,445716,78,-28
2050,Polynesia,Droughts,6.0,93567814,53690,69,-60
2050,Polynesia,Droughts,8.5,73173029,725935,89,28
2050,Polynesia,Floods,2.6,30659313,832294,13,16
2050,Polynesia,Floods,4.5,85237196,135842,25,-33
2050,Polynesia,Floods,6.0,91006572,272277,28,2
2050,Polynesia,Floods,8.5,13658990,611550,34,39
2050,Polynesia,Storms,2.6,83853705,523133,35,-6
2050,Polynesia,Storms,4.5,49558933,979042,9,-55
2050,Polynesia,Storms,6.0,43036553,714566,88,-17
2050,Polynesia,Storms,8.5,35763305,481704,97,2
2050,South America,Droughts,2.6,44066680,281279,14,-2
2050,South America,Droughts,4.5,13643285,851102,22,-9
2050,South America,Droughts,6.0,40097418,812798,91,-45
2050,South America,Droughts,8.5,93310451,88851,1,35
2050,South America,Floods,2.6,28029513,243035,52,-41
2050,South America,Floods,4.5,11557031,557638,67,-49
2050,South America,Floods,6.0,42090960,174098,92,46
2050,South America,Floods,8.5,45342527,207859,98,-38
2050,South America,Storms,2.6,95577654,677452,83,-39
2050,South America,Storms,4.5,86219336,738979,1,-39
2050,South America,Storms,6.0,25716392,976231,49,43
2050,South America,Storms,8.5,90032785,478102,42,13
2050,South-Eastern Asia,Droughts,2.6,55073308,879084,87,-56
2050,South-Eastern Asia,Droughts,4.5,2809388,118033,9,41
2050,South-Eastern Asia,Droughts,6.0,8879142,875534,66,3
2050,South-Eastern Asia,Droughts,8.5,45317403,436374,89,0
2050,South-Eastern Asia,Floods,2.6,57254416,811124,97,9
2050,South-Eastern Asia,Floods,4.5,89648238,918290,21,-31
2050,South-Eastern Asia,Floods,6.0,92000236,240433,46,40
2050,South-Eastern Asia,Floods,8.5,63328256,695722,64,-57
2050,South-Eastern Asia,Storms,2.6,71889725,533578,4,33
2050,South-Eastern Asia,Storms,4.5,19613272,921684,34,-42
2050,South-Eastern Asia,Storms,6.0,23056218,540871,50,44
2050,South-Eastern Asia,Storms,8.5,71441874,49851,70,-3
2050,Southern Africa,Droughts,2.6,51206042,117534,21,46
2050,Southern Africa,Droughts,4.5,38766201,762808,66,42
2050,Southern Africa,Droughts,6.0,60007450,856521,87,17
2050,Southern Africa,Droughts,8.5,13421807,528727,48,-37
2050,Southern Africa,Floods,2.6,34719490,787215,91,38
2050,Southern Africa,Floods,4.5,49537803,710800,41,-48
2050,Southern Africa,Floods,6.0,18461442,991574,73,-1
2050,Southern Africa,Floods,8.5,51842185,928528,81,-57
2050,Southern Africa,Storms,2.6,85699842,319381,27,36
2050,Southern Africa,Storms,4.5,43888899,494939,92,11
2050,Southern Africa,Storms,6.0,12427958,21568,42,-15
2050,Southern Africa,Storms,8.5,65372082,169604,55,35
2050,Southern Asia,Droughts,2.6,87594390,244946,91,25
2050,Southern Asia,Droughts,4.5,70600600,291221,88,33
2050,Southern Asia,Droughts,6.0,44116277,360393,97,-23
2050,Southern Asia,Droughts,8.5,22850294,630619,97,49
2050,Southern Asia,Floods,2.6,15180911,571933,91,-25
2050,Southern Asia,Floods,4.5,1124126,583470,48,-2
2050,Southern Asia,Floods,6.0,84418733,331918,92,15
2050,Southern Asia,Floods,8.5,90189212,30698,56,-33
2050,Southern Asia,Storms,2.6,89299126,653555,18,9
2050,Southern Asia,Storms,4.5,63246859,613130,18,19
2050,Southern Asia,Storms,6.0,34058036,477524,52,-38
2050,Southern Asia,Storms,8.5,63807184,644170,64,13
2050,Southern Europe,Droughts,2.6,873612,43799,7,46
2050,Southern Europe,Droughts,4.5,55626111,554025,35,-49
2050,Southern Europe,Droughts,6.0,1477080,731313,7,-29
2050,Southern Europe,Droughts,8.5,70001954,395035,12,6
2050,Southern Europe,Floods,2.6,52049215,28016,61,-28
2050,Southern Europe,Floods,4.5,13273208,800847,39,-47
2050,Southern Europe,Floods,6.0,46852664,144886,31,-31
2050,Southern Europe,Floods,8.5,41140706,903212,6,40
2050,Southern Europe,Storms,2.6,91512549,974195,72,-50
2050,Southern Europe,Storms,4.5,97949336,431987,93,-21
2050,Southern Europe,Storms,6.0,62158895,295092,4,-35
2050,Southern Europe,Storms,8.5,19400333,715529,26,-37
2050,Western Africa,Droughts,2.6,26053368,113950,32,17
2050,Western Africa,Droughts,4.5,70845146,539870,53,3
2050,Western Africa,Droughts,6.0,84881953,727387,32,10
2050,Western Africa,Droughts,8.5,36138515,319045,67,38
2050,Western Africa,Floods,2.6,6168320,557471,62,-8
2050,Western Africa,Floods,4.5,80426644,83322,93,-60
2050,Western Africa,Floods,6.0,88356330,252671,1,0
2050,Western Africa,Floods,8.5,10515021,875372,9,-43
2050,Western Africa,Storms,2.6,46377954,816876,24,-11
2050,Western Africa,Storms,4.5,73951906,360584,89,0
2050,Western Africa,Storms,6.0,37466823,635752,97,-5
2050,Western Africa,Storms,8.5,38035703,767055,86,-2
2050,Western Asia,Droughts,2.6,69737980,538747,58,23
2050,Western Asia,Droughts,4.5,5987932,254830,84,29
2050,Western Asia,Droughts,6.0,83144463,143075,81,36
2050,Western Asia,Droughts,8.5,74152639,517462,74,29
2050,Western Asia,Floods,2.6,39300218,171861,18,-16
2050,Western Asia,Floods,4.5,33637334,329100,69,49
2050,Western Asia,Floods,6.0,73701679,58813,94,49
2050,Western Asia,Floods,8.5,28272401,190241,96,8
2050,Western Asia,Storms,2.6,994799,834017,57,-12
2050,Western Asia,Storms,4.5,61380621,745976,76,24
2050,Western Asia,Storms,6.0,65847425,378784,87,41
2050,Western Asia,Storms,8.5,69042221,922761,36,-24
2050,Western Europe,Droughts,2.6,27318933,553641,85,43
2050,Western Europe,Droughts,4.5,25243196,138950,89,-51
2050,Western Europe,Droughts,6.0,87911324,452811,29,13
2050,Western Europe,Droughts,8.5,29613194,839307,56,-52
2050,Western Europe,Floods,2.6,37185473,3171,41,-25
2050,Western Europe,Floods,4.5,56165427,646080,62,10
2050,Western Europe,Floods,6.0,19997805,4083,51,-36
2050,Western Europe,Floods,8.5,42433956,958783,49,-3
2050,Western Europe,Storms,2.6,13237189,234674,99,6
2050,Western Europe,Storms,4.5,36985431,453914,9,21
2050,Western Europe,Storms,6.0,83828184,68254,56,10
2050,Western Europe,Storms,8.5,58585461,773275,39,-34
2060,Australia and New Zealand,Droughts,2.6,24034125,345742,62,-14
2060,Australia and New Zealand,Droughts,4.5,19341533,619277,75,-57
2060,Australia and New Zealand,Droughts,6.0,20835983,149397,71,5
2060,Australia and New Zealand,Droughts,8.5,97280488,557557,56,11
2060,Australia and New Zealand,Floods,2.6,95645389,183465,6,24
2060,Australia and New Zealand,Floods,4.5,96505381,618225,82,16
2060,Australia and New Zealand,Floods,6.0,94903717,500592,20,-36
2060,Australia and New Zealand,Floods,8.5,13455449,628616,27,-53
2060,Australia and New Zealand,Storms,2.6,8912620,393022,69,-41
2060,Australia and New Zealand,Storms,4.5,69754988,503158,12,10
2060,Australia and New Zealand,Storms,6.0,46009244,280486,20,-28
2060,Australia and New Zealand,Storms,8.5,36620629,102467,33,-29
2060,Caribbean,Droughts,2.6,75641372,195891,61,17
2060,Caribbean,Droughts,4.5,39465980,674889,5,14
2060,Caribbean,Droughts,6.0,32738066,466971,45,-44
2060,Caribbean,Droughts,8.5,85552785,39740,33,-17
2060,Caribbean,Floods,2.6,27794083,678048,58,-25
2060,Caribbean,Floods,4.5,97245950,825599,99,-27
2060,Caribbean,Floods,6.0,84932133,33502,33,11
2060,Caribbean,Floods,8.5,56691838,348797,92,-22
2060,Caribbean,Storms,2.6,39916728,767453,28,19
2060,Caribbean,Storms,4.5,70126271,1881,52,18
2060,Caribbean,Storms,6.0,66294670,427616,72,49
2060,Caribbean,Storms,8.5,27297924,978534,4,-33
2060,Central America,Droughts,2.6,53446440,375688,82,11
2060,Central America,Droughts,4.5,5373459,824345,99,21
2060,Central America,Droughts,6.0,67744598,671321,91,21
2060,Central America,Droughts,8.5,15322999,529789,52,34
2060,Central America,Floods,2.6,35117082,377982,26,33
2060,Central America,Floods,4.5,33345558,576776,59,-39
2060,Central America,Floods,6.0,42539672,45675,2,-21
2060,Central America,Floods,8.5,76744994,982820,31,-59
2060,Central America,Storms,2.6,37435223,731473,0,20
2060,Central America,Storms,4.5,82727411,814565,30,24
2060,Central America,Storms,6.0,26758734,769205,13,19
2060,Central America,Storms,8.5,79727224,480940,53,-16
2060,Central Asia,Droughts,2.6,5258300,166322,27,-14
2060,Central Asia,Droughts,4.5,74226960,734492,31,-41
2060,Central Asia,Droughts,6.0,85201912,619190,82,-50
2060,Central Asia,Droughts,8.5,39080959,391990,92,-47
2060,Central Asia,Floods,2.6,82103600,311662,4,-29
2060,Central Asia,Floods,4.5,17833157,467811,6,2
2060,Central Asia,Floods,6.0,20226299,652338,13,34
2060,Central Asia,Floods,8.5,35425942,762995,13,-1
2060,Central Asia,Storms,2.6,35043516,117248,18,-18
2060,Central Asia,Storms,4.5,32269297,713882,53,25
2060,Central Asia,Storms,6.0,11119607,299754,34,10
2060,Central Asia,Storms,8.5,23985636,669458,29,38
2060,Eastern Africa,Droughts,2.6,64773632,177927,39,-60
2060,Eastern Africa,Droughts,4.5,57810575,26469,63,23
2060,Eastern Africa,Droughts,6.0,87949171,607738,17,-19
2060,Eastern Africa,Droughts,8.5,52875355,700506,77,-42
2060,Eastern Africa,Floods,2.6,6105062,161398,40,-14
2060,Eastern Africa,Floods,4.5,49251911,543160,29,19
2060,Eastern Africa,Floods,6.0,68322537,622293,46,-8
2060,Eastern Africa,Floods,8.5,60170150,701619,25,-56
2060,Eastern Africa,Storms,2.6,6904243,280689,39,37
2060,Eastern Africa,Storms,4.5,99314017,229236,16,6
2060,Eastern Africa,Storms,6.0,21587233,328773,98,2
2060,Eastern Africa,Storms,8.5,49870468,185103,76,-20
2060,Eastern Asia,Droughts,2.6,45461369,206938,21,49
2060,Eastern Asia,Droughts,4.5,90580299,770571,36,-47
2060,Eastern Asia,Droughts,6.0,60252822,732530,31,-7
2060,Eastern Asia,Droughts,8.5,48974840,205045,16,-23
2060,Eastern Asia,Floods,2.6,5863048,701213,33,-57
2060,Eastern Asia,Floods,4.5,62425477,743155,61,15
2060,Eastern Asia,Floods,6.0,88604049,868886,92,25
2060,Eastern Asia,Floods,8.5,53387212,745085,20,-56
2060,Eastern Asia,Storms,2.6,85278770,563922,43,-10
2060,Eastern Asia,Storms,4.5,68173126,51854,56,-8
2060,Eastern Asia,Storms,6.0,73731834,596520,40,-28
2060,Eastern Asia,Storms,8.5,39075110,18359,14,46
2060,Eastern Europe,Droughts,2.6,60552963,155905,79,-22
2060,Eastern Europe,Droughts,4.5,84940368,840586,11,10
2060,Eastern Europe,Droughts,6.0,28024168,164347,89,-24
2060,Eastern Europe,Droughts,8.5,81921838,220398,98,40
2060,Eastern Europe,Floods,2.6,23629792,989659,50,-8
2060,Eastern Europe,Floods,4.5,91130772,883186,64,15
2060,Eastern Europe,Floods,6.0,47164447,618089,93,-57
2060,Eastern Europe,Floods,8.5,37129667,654774,73,-53
2060,Eastern Europe,Storms,2.6,30653475,577868,55,39
2060,Eastern Europe,Storms,4.5,92490122,72340,93,-58
2060,Eastern Europe,Storms,6.0,27602327,620160,15,-54
2060,Eastern Europe,Storms,8.5,86622415,653915,69,-19
2060,Melanesia,Droughts,2.6,11691720,15513,87,-25
2060,Melanesia,Droughts,4.5,61213720,929208,3,-51
2060,Melanesia,Droughts,6.0,66567885,833583,87,-38
2060,Melanesia,Droughts,8.5,30364851,143366,41,41
2060,Melanesia,Floods,2.6,64363449,564529,17,43
2060,Melanesia,Floods,4.5,86158112,750408,22,7
2060,Melanesia,Floods,6.0,49210303,103437,5,-17
2060,Melanesia,Floods,8.5,53316495,932826,27,-11
2060,Melanesia,Storms,2.6,99447384,657400,45,41
2060,Melanesia,Storms,4.5,21916620,275501,90,10
2060,Melanesia,Storms,6.0,59936335,565381,84,-17
2060,Melanesia,Storms,8.5,55080007,285734,85,-16
2060,Micronesia,Droughts,2.6,87025229,965500,28,-16
2060,Micronesia,Droughts,4.5,28487410,299613,57,-8
2060,Micronesia,Droughts,6.0,8179558,285865,96,-43
2060,Micronesia,Droughts,8.5,90099291,687542,94,-57
2060,Micronesia,Floods,2.6,5037149,889112,57,-54
2060,Micronesia,Floods,4.5,87732457,544805,63,-19
2060,Micronesia,Floods,6.0,26016909,296420,28,17
2060,Micronesia,Floods,8.5,89940283,183124,25,23
2060,Micronesia,Storms,2.6,52562983,682944,9,-38
2060,Micronesia,Storms,4.5,44578634,185784,29,-25
2060,Micronesia,Storms,6.0,4240710,984497,29,-24
2060,Micronesia,Storms,8.5,37858572,256437,43,-52
2060,Middle Africa,Droughts,2.6,75027593,380036,26,9
2060,Middle Africa,Droughts,4.5,99453312,543665,49,-35
2060,Middle Africa,Droughts,6.0,463803,319426,60,0
2060,Middle Africa,Droughts,8.5,19632800,970820,70,-42
2060,Middle Africa,Floods,2.6,62525960,728536,92,-30
2060,Middle Africa,Floods,4.5,99634607,556609,58,13
2060,Middle Africa,Floods,6.0,2909214,999873,59,-45
2060,Middle Africa,Floods,8.5,13744573,333610,20,9
2060,Middle Africa,Storms,2.6,56186997,520685,60,48
2060,Middle Africa,Storms,4.5,95686558,541178,80,20
2060,Middle Africa,Storms,6.0,33263249,833846,28,-1
2060,Middle Africa,Storms,8.5,17076434,675227,96,-2
2060,Northern Africa,Droughts,2.6,37099800,648237,67,20
2060,Northern Africa,Droughts,4.5,68325790,665054,2,-27
2060,Northern Africa,Droughts,6.0,76130410,973815,38,-4
2060,Northern Africa,Droughts,8.5,11361486,900733,80,-26
2060,Northern Africa,Floods,2.6,15466984,335007,36,34
2060,Northern Africa,Floods,4.5,86948369,939728,64,-59
2060,Northern Africa,Floods,6.0,45652621,396545,20,-40
2060,Northern Africa,Floods,8.5,93188360,781681,13,-34
2060,Northern Africa,Storms,2.6,35571881,236401,79,-55
2060,Northern Africa,Storms,4.5,67228959,587413,59,-24
2060,Northern Africa,Storms,6.0,47504716,994397,62,-31
2060,Northern Africa,Storms,8.5,22835546,857339,86,15
2060,Northern America,Droughts,2.6,76772546,499824,90,-12
2060,Northern America,Droughts,4.5,6731514,925128,44,-30
2060,Northern America,Droughts,6.0,2246329,22699,53,-25
2060,Northern America,Droughts,8.5,1083137,737715,89,4
2060,Northern America,Floods,2.6,11275419,343406,46,-36
2060,Northern America,Floods,4.5,19836337,999762,40,-46
2060,Northern America,Floods,6.0,42558204,156877,91,-21
2060,Northern America,Floods,8.5,68604306,357320,35,46
2060,Northern America,Storms,2.6,37138720,772928,2,28
2060,Northern America,Storms,4.5,53124404,770235,94,-26
2060,Northern America,Storms,6.0,91242549,785584,59,-19
2060,Northern America,Storms,8.5,65659857,77655,89,-20
2060,Northern Europe,Droughts,2.6,32790285,148494,52,21
2060,Northern Europe,Droughts,4.5,13218175,697690,84,28
2060,Northern Europe,Droughts,6.0,29172743,602208,47,-53
2060,Northern Europe,Droughts,8.5,1050448,842816,58,-7
2060,Northern Europe,Floods,2.6,28499158,401269,20,40
2060,Northern Europe,Floods,4.5,12582538,906962,95,-60
2060,Northern Europe,Floods,6.0,12889297,988589,81,-5
2060,Northern Europe,Floods,8.5,25775924,858344,57,-41
2060,Northern Europe,Storms,2.6,40679998,81441,15,15
2060,Northern Europe,Storms,4.5,92431587,515990,32,-52
2060,Northern Europe,Storms,6.0,59601044,385499,98,32
2060,Northern Europe,Storms,8.5,87855085,954513,96,-7
2060,Polynesia,Droughts,2.6,33410289,777684,99,42
2060,Polynesia,Droughts,4.5,70912860,868536,48,-19
2060,Polynesia,Droughts,6.0,15620826,128535,2,-58
2060,Polynesia,Droughts,8.5,3688546,18632,11,-17
2060,Polynesia,Floods,2.6,68076953,156166,66,-25
2060,Polynesia,Floods,4.5,49647507,985923,62,9
2060,Polynesia,Floods,6.0,31359409,950735,27,-31
2060,Polynesia,Floods,8.5,67299320,608371,16,-14
2060,Polynesia,Storms,2.6,69855226,962701,64,-40
2060,Polynesia,Storms,4.5,8202216,31532,62,28
2060,Polynesia,Storms,6.0,86841508,48093,92,-16
2060,Polynesia,Storms,8.5,42515201,170295,59,-59
2060,South America,Droughts,2.6,25649249,205364,56,-23
2060,South America,Droughts,4.5,56545610,884040,85,-26
2060,South America,Droughts,6.0,20026428,594923,72,5
2060,South America,Droughts,8.5,11346391,750431,99,7
2060,South America,Floods,2.6,56500341,945802,63,23
2060,South America,Floods,4.5,96758817,965862,90,24
2060,South America,Floods,6.0,60643584,231440,65,-24
2060,South America,Floods,8.5,35693547,996220,24,-14
2060,South America,Storms,2.6,70643269,626217,23,25
2060,South America,Storms,4.5,74061167,216573,63,5
2060,South America,Storms,6.0,26243929,497095,12,11
2060,South America,Storms,8.5,13005074,561730,54,-38
2060,South-Eastern Asia,Droughts,2.6,98677863,323199,15,-35
2060,South-Eastern Asia,Droughts,4.5,46901341,51612,4,42
2060,South-Eastern Asia,Droughts,6.0,58405576,613551,57,46
2060,South-Eastern Asia,Droughts,8.5,95656742,747276,56,4
2060,South-Eastern Asia,Floods,2.6,97679323,305528,43,-44
2060,South-Eastern Asia,Floods,4.5,22554807,921502,66,-6
2060,South-Eastern Asia,Floods,6.0,35687029,183161,19,-42
2060,South-Eastern Asia,Floods,8.5,69275593,636020,74,13
2060,South-Eastern Asia,Storms,2.6,1797092,328315,52,-35
2060,South-Eastern Asia,Storms,4.5,62748437,273746,25,4
2060,South-Eastern Asia,Storms,6.0,76721935,433979,59,-18
2060,South-Eastern Asia,Storms,8.5,91947821,511322,23,-7
2060,Southern Africa,Droughts,2.6,93555559,669355,53,-37
2060,Southern Africa,Droughts,4.5,86499984,714174,18,44
2060,Southern Africa,Droughts,6.0,38409874,578296,38,21
2060,Southern Africa,Droughts,8.5,54123153,843898,16,7
2060,Southern Africa,Floods,2.6,89572365,745248,57,-12
2060,Southern Africa,Floods,4.5,133929,384308,92,-11
2060,Southern Africa,Floods,6.0,14685143,229709,29,42
2060,Southern Africa,Floods,8.5,27003003,744366,10,-41
2060,Southern Africa,Storms,2.6,17382219,548795,28,-17
2060,Southern Africa,Storms,4.5,18015430,122776,14,35
2060,Southern Africa,Storms,6.0,89498572,526704,62,27
2060,Southern Africa,Storms,8.5,43901076,519999,90,-59
2060,Southern Asia,Droughts,2.6,36541996,285739,2,23
2060,Southern Asia,Droughts,4.5,64214146,660883,58,9
2060,Southern Asia,Droughts,6.0,50390408,285093,39,37
2060,Southern Asia,Droughts,8.5,46579152,41904,62,-35
2060,Southern Asia,Floods,2.6,78004526,508977,56,12
2060,Southern Asia,Floods,4.5,51709079,796325,95,-38
2060,Southern Asia,Floods,6.0,37687777,999874,57,-51
2060,Southern Asia,Floods,8.5,53581348,988689,42,-44
2060,Southern Asia,Storms,2.6,25782976,75599,9,-45
2060,Southern Asia,Storms,4.5,14500986,40897,15,-38
2060,Southern Asia,Storms,6.0,18771709,208306,22,20
2060,Southern Asia,Storms,8.5,73624717,835915,62,-43
2060,Southern Europe,Droughts,2.6,50727304,962531,85,-37
2060,Southern Europe,Droughts,4.5,30124274,799808,39,-46
2060,Southern Europe,Droughts,6.0,39950646,275698,95,-38
2060,Southern Europe,Droughts,8.5,54129522,462997,13,-23
2060,Southern Europe,Floods,2.6,18654227,407617,35,-55
2060,Southern Europe,Floods,4.5,60104473,344022,57,31
2060,Southern Europe,Floods,6.0,66519797,416834,36,45
2060,Southern Europe,Floods,8.5,85279488,940477,32,28
2060,Southern Europe,Storms,2.6,12303271,583018,68,-18
2060,Southern Europe,Storms,4.5,25871290,171193,95,-30
2060,Southern Europe,Storms,6.0,42979999,599666,95,35
2060,Southern Europe,Storms,8.5,48966995,752422,0,-14
2060,Western Africa,Droughts,2.6,73912196,67849,71,20
2060,Western Africa,Droughts,4.5,983860,227353,16,-4
2060,Western Africa,Droughts,6.0,5653689,688395,21,-37
2060,Western Africa,Droughts,8.5,36813271,13485,43,18
2060,Western Africa,Floods,2.6,52091142,228743,34,2
2060,Western Africa,Floods,4.5,20466802,51194,71,46
2060,Western Africa,Floods,6.0,99935692,421797,81,49
2060,Western Africa,Floods,8.5,1199202,474448,48,-43
2060,Western Africa,Storms,2.6,52065738,888113,26,-10
2060,Western Africa,Storms,4.5,88503,883145,5,44
2060,Western Africa,Storms,6.0,55135191,924329,70,-31
2060,Western Africa,Storms,8.5,30149105,582612,32,5
2060,Western Asia,Droughts,2.6,7158840,308121,72,-14
2060,Western Asia,Droughts,4.5,64658087,647505,68,-51
2060,Western Asia,Droughts,6.0,61704711,903551,24,15
2060,Western Asia,Droughts,8.5,36804247,641794,53,-20
2060,Western Asia,Floods,2.6,32815948,891165,54,-9
2060,Western Asia,Floods,4.5,83793472,826663,6,10
2060,Western Asia,Floods,6.0,92265799,562125,97,-35
2060,Western Asia,Floods,8.5,61677891,699812,81,-42
2060,Western Asia,Storms,2.6,5910950,573520,89,29
2060,Western Asia,Storms,4.5,79934633,728370,72,17
2060,Western Asia,Storms,6.0,58273418,654574,49,36
2060,Western Asia,Storms,8.5,57474399,724617,81,-54
2060,Western Europe,Droughts,2.6,65178252,90298,63,49
2060,Western Europe,Droughts,4.5,83122912,798219,23,-47
2060,Western Europe,Droughts,6.0,75885,681994,29,33
2060,Western Europe,Droughts,8.5,87324225,13915,66,16
2060,Western Europe,Floods,2.6,2952899,30383,75,-57
2060,Western Europe,Floods,4.5,48632616,909043,35,34
2060,Western Europe,Floods,6.0,93288449,86830,1,27
2060,Western Europe,Floods,8.5,26853845,541793,20,47
2060,Western Europe,Storms,2.6,49531462,99380,96,10
2060,Western Europe,Storms,4.5,90816453,203000,18,-9
2060,Western Europe,Storms,6.0,38588870,868119,83,-30
2060,Western Europe,Storms,8.5,69982798,986613,22,31
2070,Australia and New Zealand,Droughts,2.6,64655832,591345,77,-1
2070,Australia and New Zealand,Droughts,4.5,54642859,115012,1,38
2070,Australia and New Zealand,Droughts,6.0,3147204,565669,29,5
2070,Australia and New Zealand,Droughts,8.5,61489246,366493,63,20
2070,Australia and New Zealand,Floods,2.6,18848768,963146,62,1
2070,Australia and New Zealand,Floods,4.5,64950813,686509,16,2
2070,Australia and New Zealand,Floods,6.0,94750731,103789,22,42
2070,Australia and New Zealand,Floods,8.5,57387756,65669,27,-9
2070,Australia and New Zealand,Storms,2.6,63376362,400179,98,-57
2070,Australia and New Zealand,Storms,4.5,66066844,724412,13,5
2070,Australia and New Zealand,Storms,6.0,4697224,9694,57,-44
2070,Australia and New Zealand,Storms,8.5,91437855,957131,54,-43
2070,Caribbean,Droughts,2.6,69033648,72428,58,36
2070,Caribbean,Droughts,4.5,69100553,652846,15,-9
2070,Caribbean,Droughts,6.0,38321030,133459,98,31
2070,Caribbean,Droughts,8.5,36025423,821389,18,15
2070,Caribbean,Floods,2.6,76399644,741423,14,10
2070,Caribbean,Floods,4.5,28667037,219089,54,38
2070,Caribbean,Floods,6.0,80289575,101791,24,-41
2070,Caribbean,Floods,8.5,50561903,437155,7,29
2070,Caribbean,Storms,2.6,57396900,326575,74,-8
2070,Caribbean,Storms,4.5,68226550,13819,44,-45
2070,Caribbean,Storms,6.0,15511367,753774,28,-60
2070,Caribbean,Storms,8.5,57255293,479265,74,0
2070,Central America,Droughts,2.6,65642005,361810,74,-34
2070,Central America,Droughts,4.5,48055249,510351,36,26
2070,Central America,Droughts,6.0,70345753,378770,99,13
2070,Central America,Droughts,8.5,70979248,46179,77,-49
2070,Central America,Floods,2.6,586135,883353,15,-17
2070,Central America,Floods,4.5,17446518,604219,42,-45
2070,Central America,Floods,6.0,2948594,969166,51,-43
2070,Central America,Floods,8.5,2894948,905978,66,-15
2070,Central America,Storms,2.6,67497387,353706,20,-10
2070,Central America,Storms,4.5,25131438,926760,2,11
2070,Central America,Storms,6.0,23954432,979819,66,22
2070,Central America,Storms,8.5,43634739,16552,93,43
2070,Central Asia,Droughts,2.6,17939398,850598,98,-26
2070,Central Asia,Droughts,4.5,95190723,624210,74,-21
2070,Central Asia,Droughts,6.0,9687942,884038,83,-6
2070,Central Asia,Droughts,8.5,21063376,397589,26,14
2070,Central Asia,Floods,2.6,91159142,849425,91,37
2070,Central Asia,Floods,4.5,61384161,660846,4,6
2070,Central Asia,Floods,6.0,29038534,358094,58,19
2070,Central Asia,Floods,8.5,58970468,929208,29,43
2070,Central Asia,Storms,2.6,53507968,215578,45,36
2070,Central Asia,Storms,4.5,16521259,956384,94,-12
2070,Central Asia,Storms,6.0,26070687,279652,97,9
2070,Central Asia,Storms,8.5,4877675,413642,54,-36
2070,Eastern Africa,Droughts,2.6,61262194,687508,28,41
2070,Eastern Africa,Droughts,4.5,54753740,282218,76,-39
2070,Eastern Africa,Droughts,6.0,75462248,635279,60,-22
2070,Eastern Africa,Droughts,8.5,12217983,677504,58,18
2070,Eastern Africa,Floods,2.6,91691998,11347,20,-44
2070,Eastern Africa,Floods,4.5,24514,405948,43,35
2070,Eastern Africa,Floods,6.0,59892299,415742,89,21
2070,Eastern Africa,Floods,8.5,6083764,233202,78,15
2070,Eastern Africa,Storms,2.6,13361962,72222,28,17
2070,Eastern Africa,Storms,4.5,11899519,358906,0,-20
2070,Eastern Africa,Storms,6.0,53438163,524546,65,25
2070,Eastern Africa,Storms,8.5,3373624,503643,76,-40
